,price,bedrooms,bathrooms,sqft_living,floors,view,grade,sqft_above,sqft_basement,lat,long,sqft_living15,WaterFront,month_sold,age,yrs_reno,Renovated,dist_to_Seattle,Bellevue,Federal Way,Kent,Renton,Seattle,rel_size
221,279950.0,3,2.0,1750,1.0,0.0,7,1350,400,47.398,-122.29899999999999,1900,0,6,53,53.0,0,14.6,0,0,1,0,0,0.9210526315789473
224,328000.0,3,2.25,2020,2.0,0.0,7,2020,0,47.3828,-122.023,2020,0,9,20,20.0,0,21.3,0,0,1,0,0,1.0
225,390000.0,3,2.25,1250,1.0,0.0,7,1250,0,47.5123,-122.37299999999999,1280,0,6,72,72.0,0,6.84,0,0,0,0,1,0.9765625
226,479950.0,2,2.0,1510,1.0,0.0,8,1510,0,47.7076,-122.01299999999999,1640,0,3,10,10.0,0,16.49,1,0,0,0,0,0.9207317073170732
227,264950.0,4,2.25,1720,1.0,0.0,7,1120,600,47.2922,-122.37100000000001,1510,0,5,36,36.0,0,21.87,0,1,0,0,0,1.1390728476821192
229,516500.0,3,2.5,1480,2.0,0.0,7,1480,0,47.6794,-122.03399999999999,2250,0,3,11,11.0,0,14.85,1,0,0,0,0,0.6577777777777778
234,475000.0,3,1.5,2480,1.5,0.0,7,1620,860,47.5575,-122.303,2090,0,9,67,67.0,0,3.8,0,0,0,0,1,1.186602870813397
237,410000.0,4,1.0,1970,1.5,0.0,7,1670,300,47.6136,-122.303,1510,0,3,111,10.0,1,1.55,0,0,0,0,1,1.304635761589404
240,225000.0,3,1.75,1430,1.0,0.0,7,1430,0,47.3173,-122.319,1190,0,12,46,46.0,0,20.09,0,1,0,0,0,1.2016806722689075
241,210000.0,2,1.0,830,1.0,0.0,6,830,0,47.5308,-122.376,830,0,10,74,74.0,0,5.66,0,0,0,0,1,1.0
242,455000.0,2,1.0,1430,1.5,0.0,7,1430,0,47.6727,-122.29899999999999,1450,0,1,90,90.0,0,4.77,0,0,0,0,1,0.9862068965517241
243,225000.0,3,1.0,1300,1.0,0.0,6,1300,0,47.3221,-122.21600000000001,1260,0,4,61,61.0,0,20.51,0,0,1,0,0,1.0317460317460319
244,480000.0,2,1.0,1030,1.0,2.0,7,790,240,47.6779,-122.353,1390,0,8,96,96.0,0,4.9,0,0,0,0,1,0.7410071942446043
245,363000.0,3,2.5,2740,2.0,0.0,9,2740,0,47.3076,-122.395,2570,0,2,25,25.0,0,20.93,0,1,0,0,0,1.066147859922179
247,181000.0,2,1.5,720,1.0,0.0,6,720,0,47.5218,-122.35700000000001,1150,0,2,61,61.0,0,6.04,0,0,0,0,1,0.6260869565217392
248,250000.0,4,2.0,2010,1.0,0.0,7,2010,0,47.2785,-122.213,2010,0,3,39,39.0,0,23.46,0,1,0,0,0,1.0
249,481000.0,3,1.75,1560,1.0,0.0,6,770,790,47.6846,-122.345,1390,0,4,97,97.0,0,5.31,0,0,0,0,1,1.1223021582733812
250,260000.0,3,2.0,1810,1.0,0.0,7,1240,570,47.3656,-122.27799999999999,1750,0,9,36,36.0,0,16.95,0,0,1,0,0,1.0342857142857143
251,455000.0,4,2.5,3360,2.0,0.0,9,3360,0,47.4369,-122.111,3060,0,5,13,13.0,0,15.77,0,0,0,1,0,1.0980392156862746
253,349500.0,3,1.0,1400,1.0,0.0,7,800,600,47.5405,-122.27,1620,0,4,62,62.0,0,5.56,0,0,0,1,0,0.8641975308641975
254,245000.0,3,2.5,1730,2.0,0.0,7,1730,0,47.3507,-122.178,1630,0,9,27,27.0,0,19.22,0,0,1,0,0,1.0613496932515338
255,592500.0,2,2.0,1420,1.5,2.0,7,1420,0,47.6979,-122.32,1420,0,5,86,86.0,0,6.25,0,0,0,0,1,1.0
256,385000.0,4,1.75,2360,1.0,0.0,7,1180,1180,47.5278,-122.345,1910,0,10,59,59.0,0,5.56,0,0,0,0,1,1.2356020942408377
257,315000.0,3,1.75,1580,1.0,0.0,7,1200,380,47.4756,-122.147,1550,0,2,41,41.0,0,12.67,0,0,0,1,0,1.0193548387096774
259,693000.0,4,2.5,2460,2.0,0.0,8,2460,0,47.7048,-122.109,2990,0,8,8,8.0,0,12.46,1,0,0,0,0,0.822742474916388
260,780000.0,3,1.0,1660,1.5,0.0,8,1460,200,47.6362,-122.302,1660,0,12,103,103.0,0,2.48,0,0,0,0,1,1.0
261,237000.0,3,1.75,1270,1.0,0.0,7,1270,0,47.4207,-122.29,1600,0,10,54,54.0,0,13.1,0,0,1,0,0,0.79375
263,425000.0,2,1.0,770,1.0,0.0,5,770,0,47.5964,-122.29899999999999,1330,0,4,85,85.0,0,1.86,0,0,0,0,1,0.5789473684210527
265,290000.0,4,2.5,1700,2.0,0.0,7,1700,0,47.4045,-122.171,1950,0,5,26,26.0,0,16.0,0,0,1,0,0,0.8717948717948718
266,285000.0,3,1.0,1120,1.0,0.0,7,1120,0,47.5544,-122.35799999999999,1130,0,9,60,60.0,0,3.85,0,0,0,0,1,0.9911504424778761
267,415000.0,2,1.0,1070,1.0,0.0,7,1070,0,47.6802,-122.29,1320,0,8,77,77.0,0,5.41,0,0,0,0,1,0.8106060606060606
268,272500.0,3,2.5,2070,1.0,0.0,8,1420,650,47.2988,-122.37100000000001,2070,0,4,36,36.0,0,21.42,0,1,0,0,0,1.0
271,436000.0,2,1.0,1040,1.0,0.0,7,1040,0,47.7107,-122.352,1440,0,5,76,76.0,0,7.13,0,0,0,0,1,0.7222222222222222
272,210000.0,3,1.0,1700,1.0,0.0,7,1700,0,47.3271,-122.323,1350,0,10,47,47.0,0,19.4,0,1,0,0,0,1.2592592592592593
273,236000.0,3,1.0,1300,1.0,0.0,7,1300,0,47.5053,-122.255,1320,0,9,53,53.0,0,8.02,0,0,0,1,0,0.9848484848484849
274,331000.0,3,1.75,1080,1.0,0.0,7,580,500,47.6601,-122.4,1440,0,11,60,11.0,1,4.69,0,0,0,0,1,0.75
275,365000.0,3,2.5,2653,2.0,0.0,8,2653,0,47.4145,-122.166,2653,0,3,9,9.0,0,15.52,0,0,1,0,0,1.0
279,405000.0,3,1.75,2390,1.0,0.0,6,1240,1150,47.5362,-122.26799999999999,2020,0,5,107,107.0,0,5.86,0,0,0,1,0,1.183168316831683
280,304900.0,4,1.75,2600,1.0,0.0,7,1610,990,47.3954,-122.206,1720,0,7,45,45.0,0,15.87,0,0,1,0,0,1.5116279069767442
281,170000.0,2,1.0,860,1.0,0.0,6,860,0,47.5048,-122.272,1650,0,2,84,84.0,0,7.71,0,0,0,1,0,0.5212121212121212
283,780000.0,4,2.5,3500,2.0,0.0,9,3500,0,47.6811,-122.025,3920,0,6,9,9.0,0,15.29,1,0,0,0,0,0.8928571428571429
285,370000.0,4,2.5,2720,2.0,0.0,9,2720,0,47.3846,-122.169,2410,0,9,22,22.0,0,17.26,0,0,1,0,0,1.1286307053941909
286,467000.0,5,2.25,2500,1.0,0.0,7,1850,650,47.7564,-122.14399999999999,2300,0,10,35,35.0,0,13.56,1,0,0,0,0,1.0869565217391304
287,405000.0,3,1.75,1670,1.0,0.0,7,1140,530,47.7198,-122.193,1670,0,2,35,35.0,0,10.16,1,0,0,0,0,1.0
288,675000.0,5,2.25,2900,1.0,0.0,8,1450,1450,47.5461,-122.15100000000001,2310,0,7,29,29.0,0,9.58,1,0,0,0,0,1.2554112554112553
291,630000.0,4,1.75,2950,1.0,2.0,8,1780,1170,47.7128,-122.223,2120,0,2,40,40.0,0,8.92,1,0,0,0,0,1.3915094339622642
292,360000.0,4,2.5,2160,2.0,0.0,9,2160,0,47.3341,-122.255,2280,0,10,22,22.0,0,19.28,0,1,0,0,0,0.9473684210526315
293,580000.0,4,3.0,3280,2.0,0.0,8,2270,1010,47.5399,-122.181,2320,0,10,28,28.0,0,8.58,0,0,0,1,0,1.4137931034482758
294,550000.0,3,2.0,1970,2.0,3.0,8,1270,700,47.5717,-122.375,2390,0,7,85,85.0,0,3.12,0,0,0,0,1,0.8242677824267782
296,265000.0,3,2.0,1320,1.0,0.0,7,1320,0,47.3536,-122.14399999999999,1740,0,8,21,21.0,0,19.7,0,0,1,0,0,0.7586206896551724
297,446500.0,3,2.5,2650,2.0,0.0,8,2650,0,47.5084,-122.154,2400,0,3,25,25.0,0,10.89,0,0,0,1,0,1.1041666666666667
298,404000.0,3,1.5,2030,1.0,0.0,7,1330,700,47.5586,-122.311,2140,0,6,51,51.0,0,3.59,0,0,0,0,1,0.9485981308411215
299,267500.0,3,1.75,1590,1.0,2.0,7,1090,500,47.4427,-122.274,1630,0,5,57,57.0,0,11.76,0,0,0,1,0,0.9754601226993865
301,335000.0,3,2.5,2440,2.0,0.0,8,2440,0,47.3494,-122.301,2510,0,8,16,16.0,0,17.93,0,1,0,0,0,0.9721115537848606
302,576000.0,3,2.5,1940,1.0,0.0,7,970,970,47.6933,-122.39299999999999,2190,0,6,66,66.0,0,6.47,0,0,0,0,1,0.8858447488584474
303,208633.0,3,2.5,2040,2.0,0.0,8,2040,0,47.3537,-122.0,2370,0,4,9,9.0,0,23.51,0,0,1,0,0,0.8607594936708861
304,315000.0,3,2.25,2200,1.0,0.0,7,1120,1080,47.476000000000006,-122.337,1460,0,1,51,51.0,0,9.12,0,0,0,1,0,1.5068493150684932
305,725000.0,3,1.75,1920,1.0,0.0,8,960,960,47.6239,-122.29799999999999,1740,0,2,102,102.0,0,2.05,0,0,0,0,1,1.103448275862069
306,550000.0,4,2.75,1800,1.0,0.0,8,1400,400,47.7776,-122.384,1800,0,4,50,50.0,0,11.93,0,0,0,0,1,1.0
307,610750.0,4,2.25,2180,2.0,0.0,8,2180,0,47.6459,-122.05799999999999,2250,0,6,30,30.0,0,13.16,1,0,0,0,0,0.9688888888888889
308,550700.0,2,1.0,1010,1.5,0.0,6,1010,0,47.6692,-122.29700000000001,1460,0,2,107,107.0,0,4.58,0,0,0,0,1,0.6917808219178082
309,665000.0,4,2.75,3320,2.0,0.0,8,2220,1100,47.5376,-122.18,2720,0,1,55,55.0,0,8.71,0,0,0,1,0,1.2205882352941178
310,834000.0,4,2.5,2370,1.5,2.0,8,1980,390,47.601000000000006,-122.294,2440,0,2,87,87.0,0,1.98,0,0,0,0,1,0.9713114754098361
315,305000.0,4,2.25,1950,1.0,0.0,8,1350,600,47.4441,-122.125,2150,0,11,35,35.0,0,14.97,0,0,0,1,0,0.9069767441860465
316,487000.0,3,2.0,2590,1.0,0.0,8,1720,870,47.7357,-122.333,1570,0,4,67,67.0,0,8.82,0,0,0,0,1,1.6496815286624205
318,548000.0,2,1.0,1470,1.0,0.0,7,1170,300,47.6638,-122.345,1570,0,7,98,98.0,0,3.88,0,0,0,0,1,0.9363057324840764
319,268750.0,4,1.0,800,1.0,0.0,6,800,0,47.48,-122.336,1310,0,11,71,71.0,0,8.84,0,0,0,1,0,0.6106870229007634
320,819900.0,5,2.75,3150,2.0,0.0,9,3150,0,47.6759,-122.15100000000001,1560,0,5,1,1.0,0,9.77,1,0,0,0,0,2.019230769230769
322,230000.0,3,2.0,1450,1.0,0.0,7,1450,0,47.2639,-122.25200000000001,1520,0,7,11,11.0,0,24.07,0,1,0,0,0,0.9539473684210527
323,240000.0,3,1.75,1510,1.0,0.0,7,1510,0,47.2929,-122.37100000000001,1510,0,2,46,46.0,0,21.82,0,1,0,0,0,1.0
324,232000.0,2,1.0,1240,1.0,0.0,6,960,280,47.4957,-122.352,1820,0,9,92,30.0,1,7.79,0,0,0,1,0,0.6813186813186813
325,240500.0,2,1.0,1240,1.0,0.0,6,960,280,47.4957,-122.352,1820,0,3,93,31.0,1,7.79,0,0,0,1,0,0.6813186813186813
327,740000.0,4,2.0,2050,1.5,0.0,9,2050,0,47.644,-122.319,2320,0,9,92,92.0,0,2.6,0,0,0,0,1,0.8836206896551724
328,186375.0,3,1.0,1000,1.0,0.0,7,1000,0,47.472,-122.344,1150,0,4,63,63.0,0,9.4,0,0,0,1,0,0.8695652173913043
329,790000.0,3,2.25,2370,1.0,0.0,9,1590,780,47.592,-122.166,2500,0,7,37,37.0,0,7.95,1,0,0,0,0,0.948
330,880000.0,4,3.5,2800,2.0,0.0,9,1890,910,47.669,-122.275,2370,0,9,63,12.0,1,5.06,0,0,0,0,1,1.1814345991561181
333,640000.0,2,1.0,1070,1.0,0.0,7,1070,0,47.6666,-122.331,1710,0,4,91,91.0,0,4.05,0,0,0,0,1,0.6257309941520468
334,940000.0,4,2.0,2490,2.0,0.0,9,2490,0,47.5639,-122.21700000000001,2770,0,7,46,46.0,0,6.29,1,0,0,0,0,0.8989169675090253
335,260000.0,4,2.5,1960,2.0,0.0,7,1960,0,47.3483,-122.052,1800,0,10,11,11.0,0,22.27,0,0,1,0,0,1.0888888888888888
336,559900.0,3,2.75,2930,1.0,0.0,9,1860,1070,47.7648,-122.164,2580,0,6,10,10.0,0,13.43,1,0,0,0,0,1.1356589147286822
337,791500.0,4,2.0,1510,1.5,0.0,7,1510,0,47.6794,-122.35700000000001,1820,0,7,103,103.0,0,5.03,0,0,0,0,1,0.8296703296703297
338,265000.0,3,1.75,1420,1.0,0.0,7,1420,0,47.7535,-122.354,1740,0,8,60,60.0,0,10.08,0,0,0,0,1,0.8160919540229885
341,684000.0,4,3.5,3040,2.0,0.0,9,2420,620,47.5222,-122.15700000000001,3470,0,11,4,4.0,0,10.2,0,0,0,1,0,0.8760806916426513
342,425000.0,3,1.75,2500,1.0,0.0,8,1300,1200,47.7222,-122.32,1580,0,9,57,57.0,0,7.92,0,0,0,0,1,1.5822784810126582
344,552250.0,4,2.5,2580,2.0,0.0,8,2580,0,47.5374,-121.875,2380,0,7,12,12.0,0,21.98,1,0,0,0,0,1.084033613445378
345,165000.0,4,1.0,1000,1.0,0.0,6,1000,0,47.4897,-122.24,1020,0,7,71,71.0,0,9.3,0,0,0,1,0,0.9803921568627451
346,239900.0,4,1.0,1000,1.0,0.0,6,1000,0,47.4897,-122.24,1020,0,12,71,71.0,0,9.3,0,0,0,1,0,0.9803921568627451
348,206600.0,3,2.0,1390,1.0,0.0,7,1390,0,47.3581,-122.17299999999999,1720,0,10,27,27.0,0,18.84,0,0,1,0,0,0.8081395348837209
349,387000.0,4,1.75,2500,1.0,0.0,7,1250,1250,47.7713,-122.307,2040,0,4,42,42.0,0,11.35,0,0,0,0,1,1.2254901960784315
351,855000.0,4,2.75,2270,2.0,0.0,9,2270,0,47.5603,-122.22200000000001,2610,0,9,49,49.0,0,6.22,1,0,0,0,0,0.8697318007662835
353,437500.0,2,1.0,990,1.0,2.0,7,790,200,47.68,-122.353,1930,0,12,107,107.0,0,5.04,0,0,0,0,1,0.5129533678756477
355,375000.0,4,1.75,2200,1.0,0.0,7,1100,1100,47.543,-122.28,1600,0,6,59,59.0,0,5.17,0,0,0,1,0,1.375
356,300000.0,4,2.5,1910,2.0,0.0,7,1910,0,47.3607,-122.03399999999999,2010,0,8,9,9.0,0,22.11,0,0,1,0,0,0.9502487562189055
357,420000.0,4,1.0,1750,1.5,0.0,7,1750,0,47.5759,-122.137,1750,0,10,60,60.0,0,9.49,1,0,0,0,0,1.0
359,679900.0,3,2.5,2440,2.0,2.0,9,1980,460,47.565,-122.381,1520,0,8,14,14.0,0,3.66,0,0,0,0,1,1.605263157894737
361,380000.0,5,2.5,2760,2.0,0.0,9,2760,0,47.4769,-122.141,2470,0,8,36,36.0,0,12.8,0,0,0,1,0,1.1174089068825912
362,329500.0,4,2.5,1820,2.0,0.0,7,1820,0,47.3845,-122.029,1820,0,12,20,20.0,0,21.03,0,0,1,0,0,1.0
363,604950.0,3,2.5,2110,1.0,0.0,8,1340,770,47.6743,-122.184,2040,0,8,1,1.0,0,8.39,1,0,0,0,0,1.0343137254901962
364,795000.0,5,2.5,3040,1.0,2.0,8,1640,1400,47.5651,-122.164,2920,0,9,48,48.0,0,8.5,1,0,0,0,0,1.0410958904109588
369,338000.0,4,3.0,2090,1.0,0.0,7,1370,720,47.4888,-122.182,1810,0,11,28,28.0,0,10.9,0,0,0,1,0,1.1546961325966851
370,280000.0,3,2.25,1430,2.0,0.0,7,1430,0,47.5112,-122.19,1430,0,12,21,21.0,0,9.51,0,0,0,1,0,1.0
371,315000.0,4,2.25,2180,1.0,0.0,7,1100,1080,47.7711,-122.34100000000001,1810,0,10,60,60.0,0,11.26,0,0,0,0,1,1.2044198895027625
372,530000.0,4,2.25,2180,1.0,0.0,7,1100,1080,47.7711,-122.34100000000001,1810,0,3,61,61.0,0,11.26,0,0,0,0,1,1.2044198895027625
373,380000.0,5,3.0,3450,2.0,0.0,9,3450,0,47.2813,-122.345,2860,0,12,10,10.0,0,22.56,0,1,0,0,0,1.2062937062937062
374,297000.0,3,2.25,1450,2.0,0.0,7,1450,0,47.5038,-122.189,1650,0,8,20,20.0,0,9.91,0,0,0,1,0,0.8787878787878788
375,730000.0,4,2.5,3230,2.0,0.0,10,3230,0,47.5823,-121.97,3480,0,5,10,10.0,0,17.1,1,0,0,0,0,0.9281609195402298
376,450000.0,3,1.75,1640,1.0,0.0,7,1110,530,47.7164,-122.304,1770,0,6,74,74.0,0,7.62,0,0,0,0,1,0.9265536723163842
377,275000.0,3,3.0,1590,1.0,0.0,7,1060,530,47.3624,-122.045,1680,0,10,17,17.0,0,21.7,0,0,1,0,0,0.9464285714285714
378,595000.0,4,2.0,2020,2.0,0.0,7,2020,0,47.6831,-122.329,1910,0,4,55,55.0,0,5.19,0,0,0,0,1,1.057591623036649
379,435000.0,3,1.5,1300,1.5,0.0,7,1300,0,47.592,-122.307,1590,0,4,111,1.0,1,1.72,0,0,0,0,1,0.8176100628930818
382,389000.0,4,2.25,2130,2.0,0.0,7,2130,0,47.7237,-121.959,2300,0,3,14,14.0,0,19.23,1,0,0,0,0,0.9260869565217391
383,560000.0,4,2.25,2550,1.0,0.0,8,1580,970,47.6283,-122.095,2420,0,1,47,47.0,0,11.27,1,0,0,0,0,1.0537190082644627
385,799000.0,4,2.25,2510,2.0,0.0,8,2510,0,47.5483,-122.226,2450,0,11,45,45.0,0,6.55,1,0,0,0,0,1.0244897959183674
386,365500.0,3,2.0,1410,1.0,0.0,7,1410,0,47.7591,-122.146,1410,0,6,31,31.0,0,13.64,1,0,0,0,0,1.0
387,252350.0,3,2.0,1650,1.0,0.0,7,1160,490,47.4612,-122.169,1710,0,5,35,35.0,0,12.76,0,0,0,1,0,0.9649122807017544
388,403950.0,4,2.5,2120,2.0,0.0,8,2120,0,47.4987,-122.365,1880,0,9,21,21.0,0,7.67,0,0,0,1,0,1.127659574468085
389,385000.0,4,1.5,2040,1.0,0.0,7,1380,660,47.772,-122.35799999999999,1610,0,8,60,60.0,0,11.37,0,0,0,0,1,1.2670807453416149
390,345000.0,4,1.0,1550,1.5,0.0,7,1550,0,47.5287,-122.35,1450,0,12,57,57.0,0,5.52,0,0,0,0,1,1.0689655172413792
391,490000.0,3,2.75,1980,2.0,0.0,9,1980,0,47.6109,-122.11399999999999,1950,0,9,35,35.0,0,10.3,1,0,0,0,0,1.0153846153846153
393,927000.0,4,2.75,3300,2.0,0.0,8,3300,0,47.6294,-122.21799999999999,3180,0,5,61,61.0,0,5.65,1,0,0,0,0,1.0377358490566038
395,330000.0,2,1.0,1220,1.0,0.0,7,1220,0,47.7405,-122.241,2000,0,4,65,65.0,0,10.14,1,0,0,0,0,0.61
396,530000.0,5,2.25,2720,1.0,0.0,7,1500,1220,47.5976,-122.118,2110,0,3,57,57.0,0,10.14,1,0,0,0,0,1.2890995260663507
398,378750.0,3,2.5,2160,1.5,0.0,7,1260,900,47.5644,-122.289,1060,0,6,105,3.0,1,3.7,0,0,0,0,1,2.0377358490566038
399,269900.0,4,1.75,1530,1.5,0.0,7,1530,0,47.4556,-122.15700000000001,1390,0,6,46,46.0,0,13.41,0,0,0,1,0,1.1007194244604317
400,557000.0,3,3.5,1710,2.0,0.0,8,1290,420,47.6055,-122.305,1630,0,3,7,7.0,0,1.41,0,0,0,0,1,1.049079754601227
402,352000.0,2,1.0,940,1.0,0.0,7,940,0,47.6879,-122.385,1560,0,4,78,78.0,0,5.98,0,0,0,0,1,0.6025641025641025
404,322500.0,4,2.5,1820,2.0,0.0,7,1820,0,47.3845,-122.03200000000001,1820,0,6,20,20.0,0,20.93,0,0,1,0,0,1.0
405,650000.0,3,3.25,1510,2.0,0.0,9,1330,180,47.5815,-122.402,1510,0,9,13,13.0,0,3.61,0,0,0,0,1,1.0
406,450000.0,3,2.0,1290,3.0,0.0,8,1290,0,47.6609,-122.344,1290,0,8,13,13.0,0,3.67,0,0,0,0,1,1.0
407,278500.0,3,2.0,1570,1.0,0.0,7,1570,0,47.3163,-122.18799999999999,1570,0,4,17,17.0,0,21.28,0,0,1,0,0,1.0
408,364950.0,4,2.5,1930,2.0,0.0,8,1930,0,47.4309,-122.191,2090,0,4,20,20.0,0,13.95,0,0,0,1,0,0.9234449760765551
410,268000.0,3,2.5,1550,2.0,0.0,7,1550,0,47.403999999999996,-122.191,1550,0,3,24,24.0,0,15.61,0,0,1,0,0,1.0
413,577500.0,3,2.5,2000,2.0,0.0,9,2000,0,47.7067,-122.2,2450,0,7,19,19.0,0,9.27,1,0,0,0,0,0.8163265306122449
414,339000.0,4,1.5,2390,1.5,2.0,7,2390,0,47.504,-122.227,2850,0,2,95,95.0,0,8.77,0,0,0,1,0,0.8385964912280702
417,423000.0,4,2.25,2200,1.0,0.0,7,1290,910,47.7448,-122.333,1910,0,1,53,53.0,0,9.45,0,0,0,0,1,1.1518324607329844
418,355000.0,3,2.25,1860,2.0,0.0,8,1860,0,47.7318,-121.98200000000001,2320,0,12,2,2.0,0,18.51,1,0,0,0,0,0.8017241379310345
420,482000.0,2,1.0,950,1.0,0.0,7,950,0,47.6885,-122.337,1320,0,12,73,73.0,0,5.56,0,0,0,0,1,0.7196969696969697
421,625000.0,3,1.75,1600,1.0,0.0,7,1600,0,47.5724,-122.179,1580,0,7,59,59.0,0,7.68,1,0,0,0,0,1.0126582278481013
422,538000.0,3,2.5,2250,2.0,0.0,8,2250,0,47.5272,-122.169,2360,0,12,26,26.0,0,9.54,0,0,0,1,0,0.9533898305084746
423,380000.0,3,2.5,2280,2.0,0.0,8,2280,0,47.4334,-122.161,2310,0,1,30,30.0,0,14.54,0,0,0,1,0,0.987012987012987
424,375000.0,2,1.0,940,1.0,0.0,7,940,0,47.6073,-122.30799999999999,1300,0,7,105,105.0,0,1.27,0,0,0,0,1,0.7230769230769231
425,245000.0,3,2.5,1530,1.0,0.0,7,1030,500,47.3592,-122.046,1850,0,4,19,19.0,0,21.84,0,0,1,0,0,0.827027027027027
428,397000.0,4,2.0,1440,1.0,0.0,7,1200,240,47.7245,-122.2,1460,0,5,43,43.0,0,10.21,1,0,0,0,0,0.9863013698630136
429,365000.0,3,2.5,2200,2.0,0.0,8,2200,0,47.4362,-122.178,2310,0,5,10,10.0,0,13.94,0,0,0,1,0,0.9523809523809523
430,328500.0,4,3.0,2290,2.0,0.0,9,2290,0,47.3739,-122.156,2290,0,10,24,24.0,0,18.2,0,0,1,0,0,1.0
433,237000.0,3,2.5,1490,2.0,0.0,7,1490,0,47.4324,-122.197,1490,0,9,9,9.0,0,13.73,0,0,0,1,0,1.0
434,525000.0,4,2.5,2450,2.0,0.0,8,2450,0,47.7734,-122.22399999999999,2300,0,9,11,11.0,0,12.53,1,0,0,0,0,1.065217391304348
435,749000.0,4,2.5,1710,1.0,0.0,9,1440,270,47.559,-122.164,2140,0,9,38,0.0,1,8.66,1,0,0,0,0,0.7990654205607477
436,722500.0,5,2.5,4870,2.0,0.0,10,3470,1400,47.633,-122.041,3180,0,8,31,31.0,0,13.8,1,0,0,0,0,1.5314465408805031
437,843000.0,3,2.5,3130,2.0,0.0,10,3130,0,47.6954,-122.103,2860,0,3,24,24.0,0,12.37,1,0,0,0,0,1.0944055944055944
438,438000.0,2,2.0,1270,3.0,0.0,8,1270,0,47.6776,-122.318,1610,0,7,14,14.0,0,4.87,0,0,0,0,1,0.7888198757763976
439,578000.0,3,1.75,2120,1.0,2.0,8,1540,580,47.504,-122.382,2460,0,9,37,37.0,0,7.51,0,0,0,0,1,0.8617886178861789
440,227950.0,3,1.5,1670,1.0,0.0,7,1670,0,47.2613,-122.255,2077,0,9,60,60.0,0,24.23,0,1,0,0,0,0.8040442946557534
441,196000.0,3,2.25,2070,2.0,0.0,7,2070,0,47.3417,-122.271,1890,0,7,40,40.0,0,18.63,0,1,0,0,0,1.0952380952380953
442,641000.0,2,1.0,1420,1.0,0.0,8,1070,350,47.6694,-122.275,2400,0,7,61,61.0,0,5.08,0,0,0,0,1,0.5916666666666667
444,205000.0,3,1.0,940,1.0,0.0,7,940,0,47.3838,-122.289,1150,0,8,54,54.0,0,15.63,0,0,1,0,0,0.8173913043478261
445,400000.0,3,1.75,1920,1.0,0.0,7,1920,0,47.7487,-122.08200000000001,1920,0,12,46,46.0,0,15.26,1,0,0,0,0,1.0
447,505000.0,3,2.0,1260,1.0,0.0,7,1260,0,47.7355,-122.18,1510,0,3,43,43.0,0,11.38,1,0,0,0,0,0.8344370860927153
448,475000.0,5,2.5,2340,1.0,0.0,7,1300,1040,47.7206,-122.211,1930,0,10,39,39.0,0,9.68,1,0,0,0,0,1.2124352331606219
449,520000.0,3,2.25,2590,1.0,0.0,8,1440,1150,47.7691,-122.262,2580,0,11,37,37.0,0,11.63,1,0,0,0,0,1.003875968992248
451,333500.0,3,1.75,1220,1.0,0.0,7,1220,0,47.7736,-122.214,1630,0,12,49,49.0,0,12.74,1,0,0,0,0,0.7484662576687117
452,232000.0,3,1.0,1400,1.0,0.0,6,1400,0,47.361999999999995,-122.029,1230,0,2,39,39.0,0,22.19,0,0,1,0,0,1.1382113821138211
454,811000.0,3,1.75,1870,1.0,0.0,8,1870,0,47.5505,-122.221,1900,0,10,54,54.0,0,6.64,1,0,0,0,0,0.9842105263157894
455,551000.0,3,2.5,2830,2.0,0.0,9,2830,0,47.7605,-122.234,2500,0,5,13,13.0,0,11.53,1,0,0,0,0,1.132
456,496500.0,3,2.5,2260,2.0,0.0,8,2260,0,47.7356,-122.15700000000001,2350,0,1,21,21.0,0,12.09,1,0,0,0,0,0.9617021276595744
458,578000.0,4,2.5,3140,1.0,2.0,9,1770,1370,47.4904,-122.226,2460,0,6,48,48.0,0,9.58,0,0,0,1,0,1.2764227642276422
459,255000.0,3,1.75,1240,1.0,0.0,7,1240,0,47.3663,-122.089,1490,0,1,29,29.0,0,20.26,0,0,1,0,0,0.8322147651006712
461,348000.0,3,2.25,2570,2.0,0.0,8,2570,0,47.3759,-122.125,2400,0,3,26,26.0,0,18.79,0,0,1,0,0,1.0708333333333333
462,230000.0,3,2.0,1510,2.0,0.0,7,1510,0,47.3912,-122.167,1570,0,11,29,29.0,0,16.9,0,0,1,0,0,0.9617834394904459
463,359500.0,4,2.25,2390,2.0,0.0,9,2390,0,47.3305,-122.37100000000001,2480,0,12,26,26.0,0,19.23,0,1,0,0,0,0.9637096774193549
464,330000.0,3,1.0,980,1.0,0.0,6,980,0,47.7617,-122.35700000000001,1220,0,11,61,61.0,0,10.66,0,0,0,0,1,0.8032786885245902
465,80000.0,1,0.75,430,1.0,0.0,4,430,0,47.6499,-121.90899999999999,1200,0,5,102,102.0,0,20.04,1,0,0,0,0,0.35833333333333334
466,465000.0,3,1.75,1480,1.0,0.0,7,1480,0,47.7311,-122.353,1480,0,12,60,60.0,0,8.54,0,0,0,0,1,1.0
467,325000.0,4,2.5,1850,2.0,0.0,8,1850,0,47.3701,-122.10700000000001,2100,0,10,17,17.0,0,19.57,0,0,1,0,0,0.8809523809523809
469,342500.0,3,2.5,1810,2.0,0.0,8,1810,0,47.3724,-122.042,1810,0,1,22,22.0,0,21.25,0,0,1,0,0,1.0
